,Tweets,cleanedTweets
524,@Crypto_LinarA Congrats!  I 1st bought November 13th &amp; have buying every since.  I would be a whale if I had waited until today., Congrats!  I 1st bought November 13th &amp; have buying every since.  I would be a whale if I had waited until today.
525,"It's time for another #dogoftheday featuring a few new attributes that haven't been seen until today. 👀 Hope everyone enjoys :)

#oasisprotocol #oasisnetwork $rose #nft #oasispunks #oasisnft #crypto https://t.co/RTLHEIbtkH",It's time for another dogoftheday featuring a few new attributes that haven't been seen until today. 👀 Hope everyone enjoys :)  oasisprotocol oasisnetwork $rose nft oasispunks oasisnft crypto 
526,It wasn't until today that I found out the reason Libero left the OWL was because he got fucking squid game levels of cash from crypto lmao I hate it here,It wasn't until today that I found out the reason Libero left the OWL was because he got fucking squid game levels of cash from crypto lmao I hate it here
527,"I've been photographing food from 2020 until today
https://t.co/l9zDS4qSEf
.
#cryptocurrency #Crypto  #NFT #NFTTHAILAND https://t.co/aiagYoAp6n",I've been photographing food from 2020 until today  . cryptocurrency Crypto  NFT NFTTHAILAND 
528,"Fun crypto fact of the day: 

If you had invested in 1 #BTC  on January 1st, 2010, and managed to hold on to it until today, you would have exactly 1 #BTC. 😱🤣","Fun crypto fact of the day:   If you had invested in 1 BTC  on January 1st, 2010, and managed to hold on to it until today, you would have exactly 1 BTC. 😱🤣"
529,I did not know we had so many shorting market experts on #crypto twitter until today 😂😂😂,I did not know we had so many shorting market experts on crypto twitter until today 😂😂😂
530,"Was not anxious until today.  Been in #crypto for over a year now and seeing prices lower than ever before. Prices I never thought Id see.  This is the bear market for sure.  Not leaving the space, but Ill never assume a coin wont drop below any price point. #cryptocrash","Was not anxious until today.  Been in crypto for over a year now and seeing prices lower than ever before. Prices I never thought Id see.  This is the bear market for sure.  Not leaving the space, but Ill never assume a coin wont drop below any price point. cryptocrash"
531,"Never been « really scared » in crypto until today. Very weird feeling , never experienced a giga bear market but this is already mindblowing https://t.co/NJn89VE4JG","Never been « really scared » in crypto until today. Very weird feeling , never experienced a giga bear market but this is already mindblowing "
532,"Of course all of my friends waited until today to ask me how my crypto is doing. You think they believed the ""oh good man.. good""","Of course all of my friends waited until today to ask me how my crypto is doing. You think they believed the ""oh good man.. good"""
533,"$BTC-  blue line is a VWAP anchored to when PTJ stated Bitcoin is an inflationary hedge. You can see the rise of over 550% . Note how the line is respected until today. An 80% correction which has been common for Crypto in boom and bust cycles puts us at $13,500

#Bitcoin https://t.co/gki3fqsrnh","$BTC-  blue line is a VWAP anchored to when PTJ stated Bitcoin is an inflationary hedge. You can see the rise of over 550% . Note how the line is respected until today. An 80% correction which has been common for Crypto in boom and bust cycles puts us at $13,500  Bitcoin "
534,@cryptocevo thought i nvr feel fear in crypto anymore. until today, thought i nvr feel fear in crypto anymore. until today
535,@Crypto__Diva Bet you wish you waited until today, Bet you wish you waited until today
536,"For my entire time in the crypto markets I have never once cashed out, until today. 
I had to pay for my cat lmeow https://t.co/CtVwNVI6NP","For my entire time in the crypto markets I have never once cashed out, until today.  I had to pay for my cat lmeow "
537,"In the end of August 2021, I got totally in the #Crypto world, #ADA was my second #cryptocoin @IOHK_Charles I didn’t how cool the ADA experience can be until today thanks @ccvaultio and Artist @tastenkunst #themesmerizer collection is a beautiful,dynamic NFT. Getting my third one https://t.co/xqaM4pXqd0","In the end of August 2021, I got totally in the Crypto world, ADA was my second cryptocoin  I didn’t how cool the ADA experience can be until today thanks  and Artist  themesmerizer collection is a beautiful,dynamic NFT. Getting my third one "
538,@brycent_ @crypto_raiders was using @Dharma_HQ. until today,  was using . until today
539,@pravijn @crypto_coven i didn't even know they'd existed until today!! :(,  i didn't even know they'd existed until today!! :(
540,"@molly0xFFF I didn't know what a DAO is until today.  Aside from wasting electricity and ponzi schemes, the only think the crypto community is good for is clogging the front page of google with propaganda"," I didn't know what a DAO is until today.  Aside from wasting electricity and ponzi schemes, the only think the crypto community is good for is clogging the front page of google with propaganda"
541,"@crypto_marlo @cryptoadzNFT @sum1eth I've never wanted to buy a cap, until today","   I've never wanted to buy a cap, until today"
542,@WGMInterfaces @orphan_crypto Lots and fun! I’ve honestly never done a marbles race until today. You guys getting me out of my comfort zone 😂,  Lots and fun! I’ve honestly never done a marbles race until today. You guys getting me out of my comfort zone 😂
543,"@CRYPTO_CRAB_ @5K_DonFi @AQUANEEE AQUANEE has an internal test going on which is until today, January 15. How many users are limited in this internal test? Are we able to earn rewards by participating? How can we qualify? Will winners be picked randomly?","   AQUANEE has an internal test going on which is until today, January 15. How many users are limited in this internal test? Are we able to earn rewards by participating? How can we qualify? Will winners be picked randomly?"
544,"@cryptocomcs @cryptocom Listen never ask for more details, 
Your company is ripoff,  small issue since April on hold until today","  Listen never ask for more details,  Your company is ripoff,  small issue since April on hold until today"
545,Until today scammers stole over $15 billion in cryptocurrency. Here's how you can keep your coins safe. - What`s new crypto https://t.co/N79oedyBHp,Until today scammers stole over $15 billion in cryptocurrency. Here's how you can keep your coins safe. - What`s new crypto 
546,@joshnomics Lol I thought him and @Bitboy_Crypto where the same person until today..., Lol I thought him and  where the same person until today...
547,"always wanted a WoW but somehow never pulled the trigger and totally forgot about them until today. lol crypto space is wild, one day u think this is the meta and it totally flips on you the next day lmao wtf","always wanted a WoW but somehow never pulled the trigger and totally forgot about them until today. lol crypto space is wild, one day u think this is the meta and it totally flips on you the next day lmao wtf"
548,No one knew what #CPI was until today😂😂😂 man I love #Crypto 😂💀🚀 screw them bears! $BTC $ETH $XRP,No one knew what CPI was until today😂😂😂 man I love Crypto 😂💀🚀 screw them bears! $BTC $ETH $XRP
549,Good evening friends. I've been in crypto for some time now and I've never thought of going crypto full-time until today. I'm looking to grow to help newcomers in crypto achieve success in this space. This space is amazing and it's time to spread the word! #BTC #Bitcoin #Ethereum,Good evening friends. I've been in crypto for some time now and I've never thought of going crypto full-time until today. I'm looking to grow to help newcomers in crypto achieve success in this space. This space is amazing and it's time to spread the word! BTC Bitcoin Ethereum
